timestamp,given_number,upper_bound,estimation,estimation_rt,stimulus_ts_on,stimulus_ts_off,size_control,posterior_mean,posterior_std,log_marginal_likelihood,constant_value,length_scale,Participant ID,Birthdate,Gender
2025-08-07 21:52:09,242,300,202.2,0.19414758682250977,1754571129.5045502,1754571129.6986978,0,0.0,1.0,0.0,1.0,1.0,3,2002-09-21,남성
2025-08-07 21:52:10,5,500,337.0,0.17109203338623047,1754571129.887056,1754571130.0581481,1,202.2,0.003162277660168379,4.837519199305442,9.999999999999997e-06,1.0,3,2002-09-21,남성
2025-08-07 21:52:10,15,500,352.5,0.166151762008667,1754571130.555979,1754571130.7221308,0,336.99999999326,67.4,-2.8378770664093453,1.0,1.0,3,2002-09-21,남성
2025-08-07 21:52:11,500,500,284.5,0.00818181037902832,1754571131.4091012,1754571131.417283,1,375.7744773760803,75.06642949772463,-2.996755560915553,1.2369027466354978,47.977849663212325,3,2002-09-21,남성
2025-08-07 21:52:12,370,500,275.0,0.009536981582641602,1754571132.1080873,1754571132.1176243,1,367.55879777252017,60.888272714849016,-4.44738642078346,1.0755175338238543,38.865121199832394,3,2002-09-21,남성
2025-08-07 21:52:12,135,500,240.0,0.009885072708129883,1754571132.689354,1754571132.699239,0,362.9374001045635,52.610578201290735,-5.815098667133898,0.9830340442039035,33.701778552917844,3,2002-09-21,남성
2025-08-07 21:52:13,435,500,164.0,0.01633596420288086,1754571133.266302,1754571133.282638,1,360.3636399434217,48.71671407048595,-7.040347135264364,0.9110512956515474,32.217096259667684,3,2002-09-21,남성
2025-08-07 21:52:13,305,500,90.0,0.011941194534301758,1754571133.8899062,1754571133.9018474,1,356.19132823802374,58.599314009604974,-8.3541603163802,0.8661900001410834,28.28066234679576,3,2002-09-21,남성
2025-08-07 21:52:14,80,500,254.5,0.38347935676574707,1754571134.4410596,1754571134.824539,0,355.22476776124694,75.61313037077566,-9.71083526499506,0.8741190185785278,28.83747328353664,3,2002-09-21,남성
2025-08-07 21:52:15,190,500,332.5,0.14004302024841309,1754571135.4040837,1754571135.5441267,0,355.40544718562364,70.55236041722529,-11.045331955798,0.8800901115190826,29.367295160650386,3,2002-09-21,남성
2025-08-07 21:52:16,470,500,377.5,0.015185356140136719,1754571136.150658,1754571136.1658432,1,355.5737205275709,52.329207768497035,-12.732458849685155,0.9433174927731358,28.923014281777508,3,2002-09-21,남성
2025-08-07 21:52:17,340,500,453.0,0.2102336883544922,1754571136.804441,1754571137.0146747,0,377.49999998708233,79.72940341801544,-14.778729197211003,0.9567112434056094,16.03776137545052,3,2002-09-21,남성
2025-08-07 21:52:17,405,500,468.0,0.019042015075683594,1754571137.563613,1754571137.582655,0,452.9999999820836,94.32084004093544,-16.580504667769006,0.9856071785258538,12.194852378514907,3,2002-09-21,남성
2025-08-07 21:52:18,50,500,489.5,0.007672548294067383,1754571138.125823,1754571138.1334956,0,467.9999999823599,104.12862935745936,-18.165206032608978,0.9991145539018789,10.773991307305089,3,2002-09-21,남성
2025-08-07 21:52:19,275,500,450.0,0.42450809478759766,1754571138.5814664,1754571139.0059745,0,489.49999998192675,112.55293026145884,-19.639990379390973,1.0058412534222814,10.614052017752496,3,2002-09-21,남성
2025-08-07 21:52:19,160,500,388.0,0.22725605964660645,1754571139.5870693,1754571139.8143253,1,489.4999999828981,114.27702078799442,-21.11320108100474,1.0056671503037449,9.719714304940752,3,2002-09-21,남성
2025-08-07 21:52:20,105,500,320.0,0.013148784637451172,1754571140.4087563,1754571140.421905,0,489.49999998334715,111.98470706647028,-22.55386149097101,1.0059105928076006,9.418981656248526,3,2002-09-21,남성
2025-08-07 21:52:21,215,500,261.0,0.019649982452392578,1754571141.100536,1754571141.120186,1,489.4999999833271,108.60700941077175,-23.974776266386094,1.0053648615509518,9.349300524759888,3,2002-09-21,남성
2025-08-07 21:52:21,455,500,229.5,0.014410972595214844,1754571141.7346935,1754571141.7491045,1,489.49999998297517,101.42959744881313,-25.38286633364302,1.0047304063977256,9.471883396292142,3,2002-09-21,남성
2025-08-07 21:52:22,325,500,183.0,0.4843783378601074,1754571142.432051,1754571142.9164293,1,489.49999998266776,98.22120227727495,-26.78210269740616,1.016347190120831,10.32441011650497,3,2002-09-21,남성
