timestamp,given_number,upper_bound,estimation,estimation_rt,stimulus_ts_on,stimulus_ts_off,size_control,posterior_mean,posterior_std,log_marginal_likelihood,constant_value,length_scale,Participant ID,Birthdate,Gender
2025-08-07 21:16:59,373,450,86.85,0.17206954956054688,1754569019.4850352,1754569019.6571047,1,0.0,1.0,0.0,1.0,1.0,2,2002-09-21,남성
2025-08-07 21:17:00,5,500,188.5,0.4798135757446289,1754569019.848297,1754569020.3281107,0,86.85,0.003162277660168379,4.837519199305442,9.999999999999997e-06,1.0,2,2002-09-21,남성
2025-08-07 21:17:01,15,500,257.0,0.12442946434020996,1754569020.8993652,1754569021.0237947,0,188.4999999949175,50.825,-2.8378770664093453,1.0,1.0,2,2002-09-21,남성
2025-08-07 21:17:02,65,500,279.0,0.48360681533813477,1754569021.5720525,1754569022.0556593,1,256.99999999107,71.35761526365964,-4.208341437416586,1.0420954274041605,7.858005351657761,2,2002-09-21,남성
2025-08-07 21:17:03,25,500,263.5,0.28388547897338867,1754569022.7867217,1754569023.0706072,1,278.9999999923838,74.8213988024148,-5.675754132818691,1.0,1.0,2,2002-09-21,남성
2025-08-07 21:17:03,145,500,317.0,0.17800498008728027,1754569023.7567825,1754569023.9347875,0,278.999999994642,78.00269806811939,-6.567779504370483,1.200702647793665,12.968853992646446,2,2002-09-21,남성
2025-08-07 21:17:04,225,500,244.0,0.15248632431030273,1754569024.581607,1754569024.7340934,0,316.9999999929456,82.65803803789706,-8.106239070705682,1.2052829858458969,12.860251662306512,2,2002-09-21,남성
2025-08-07 21:17:05,300,500,199.0,0.11630654335021973,1754569025.3618736,1754569025.4781802,1,316.9999999928158,75.198376081834,-9.619116958319736,1.1595856062811267,11.976565050470947,2,2002-09-21,남성
2025-08-07 21:17:06,445,500,154.5,0.060920000076293945,1754569026.105092,1754569026.166012,1,316.99999999221353,70.36377054219471,-11.05538617139574,1.1255892747795233,11.571394967641092,2,2002-09-21,남성
2025-08-07 21:17:06,500,500,230.5,0.08639335632324219,1754569026.8468444,1754569026.9332378,0,316.9999999912845,70.10208226033733,-12.385856032168157,1.1010396495468582,11.8860279402271,2,2002-09-21,남성
2025-08-07 21:17:07,185,500,289.5,0.16915535926818848,1754569027.5315933,1754569027.7007487,1,316.9999999912438,66.08796809104786,-13.859451476599485,1.0851179816968528,11.36964844774814,2,2002-09-21,남성
2025-08-07 21:17:08,105,500,329.0,0.2078993320465088,1754569028.2777297,1754569028.485629,0,316.99999999180847,66.13509803225777,-15.342390379165355,1.083754192419575,11.173291368697502,2,2002-09-21,남성
2025-08-07 21:17:09,265,500,404.5,0.0914146900177002,1754569029.0406382,1754569029.132053,1,328.9999999915161,69.75127254232841,-16.781187795262138,1.0868421144111824,11.41754066884228,2,2002-09-21,남성
2025-08-07 21:17:09,335,500,333.5,0.1628580093383789,1754569029.753795,1754569029.916653,1,404.4999999855934,81.44706840846322,-18.128619429379167,1.081363122176181,11.939071376560241,2,2002-09-21,남성
2025-08-07 21:17:11,410,500,195.0,0.6793475151062012,1754569030.563488,1754569031.2428355,0,404.49999998595194,81.01450142130413,-19.577772676921235,1.0645067435850177,11.281505940904095,2,2002-09-21,남성
2025-08-07 21:17:11,475,500,169.5,0.10648798942565918,1754569031.8485446,1754569031.9550326,1,404.49999998559247,79.43452795320518,-20.987161943671225,1.0668211582666953,11.652458104938425,2,2002-09-21,남성
2025-08-07 21:17:12,165,500,130.0,0.2422490119934082,1754569032.6013148,1754569032.8435638,0,404.49999998515545,73.22741065630888,-22.313245585317805,1.0740140901051767,12.728133251547483,2,2002-09-21,남성
2025-08-07 21:17:13,85,500,206.0,0.27050018310546875,1754569033.3957634,1754569033.6662636,1,404.49999998383566,80.69932567475962,-24.057906446637027,1.0210132036199204,7.84647687698906,2,2002-09-21,남성
2025-08-07 21:17:14,245,500,236.5,0.19181013107299805,1754569034.2030041,1754569034.3948143,0,404.4999999835286,78.59613290425811,-25.50045991526114,1.0132562334388713,7.106894125086787,2,2002-09-21,남성
2025-08-07 21:17:15,125,500,274.0,0.16080570220947266,1754569034.9695547,1754569035.1303604,0,404.49999998348324,76.43147495883584,-26.92630433803148,1.0111549626524015,6.901221787764909,2,2002-09-21,남성
